0,1,2,3,4,5,6,7,8,flower_type
0.111976795,0.106714144,0.10938097,0.112632304,0.11570714,0.11077574,0.11038716,0.10773702,0.11468887,7
0.110884696,0.11535949,0.10502196,0.11195789,0.10992773,0.111023284,0.110274084,0.10933219,0.1162187,2
0.10705309,0.11248111,0.10584321,0.11255533,0.11017329,0.11002989,0.114800446,0.11030151,0.11676203,0
0.11123653,0.10730024,0.11052149,0.110444225,0.11406045,0.1121066,0.10735081,0.11155357,0.115426004,3
0.111874804,0.10993333,0.1035039,0.11341544,0.11415996,0.115197554,0.110514954,0.1056134,0.11578668,0
0.11050261,0.109161064,0.10426117,0.11630133,0.11754883,0.1080919,0.11227837,0.106729,0.115125656,5
0.10518534,0.10808489,0.104533166,0.10900486,0.11693041,0.10809388,0.11752409,0.11194923,0.11869409,0
0.108526565,0.10716081,0.103810295,0.112937,0.12606242,0.11098194,0.1078753,0.10729784,0.11534777,3
0.10909899,0.10944944,0.09956302,0.11845002,0.11791488,0.1079193,0.11151376,0.10723439,0.11885622,6
0.10664204,0.10500999,0.10566583,0.114134006,0.11976339,0.11216724,0.11055794,0.10686738,0.119192205,6
0.10880319,0.11150319,0.104252614,0.116946355,0.11461438,0.10803096,0.11345476,0.106445126,0.1159494,3
0.10455478,0.10852838,0.10466194,0.117411666,0.11377639,0.106192276,0.11279061,0.11351976,0.11856423,1
0.11150996,0.1079273,0.10433712,0.11210809,0.111243196,0.10998771,0.111659914,0.11233609,0.11889063,4
0.10776485,0.11044912,0.10773949,0.1120621,0.11021822,0.1140304,0.1124319,0.11223128,0.11307267,8
0.10648758,0.11159657,0.103943855,0.114664406,0.11984153,0.10877992,0.10748078,0.108461216,0.11874416,6
0.106541075,0.112997346,0.10319123,0.11632655,0.11685879,0.107359394,0.10875058,0.11292369,0.11505133,2
0.106655404,0.10774911,0.10651416,0.11431549,0.114619665,0.1080444,0.111796014,0.117235735,0.11307001,0
0.10319075,0.10679487,0.10620456,0.11232998,0.11501868,0.1087768,0.11688923,0.11358854,0.1172065,3
0.109497786,0.10906997,0.10292083,0.11253303,0.11319222,0.11033714,0.107816346,0.11505706,0.11957561,3
